replicates,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
G17.iso1,0.417961,1.15817,0.346985,0.213892,0.174847,0.128677,0.268933,0.0426557,0.0991506,0.146334,0.375816,0.289914,0.424167,0.375009,0.418209,0.149021,0,0.54536,0,0.397368,0.359063,0.319233,0.371748,0.145337,0.174518,0.934409,0.463216,0.182954,0.212301,1.90556,0.096346,0.308129,0.463419,0.40518,0.118746,0.412079,0,0.363243,2.20257,0.37682,0.282755,0.221917,0.0390253,0.0799728,0.0676536,0.27026,0,0,0.561125,0,0.336387,0,0,0.23026,0.901722,0.32188,0.169025,0.0608743,0.0657616,0.0340481,0.170185,0.193395,0.124434,0.334673,1.89618,0.182985,0.0947256,0.602828,0.000220376,0.0552045,0.0278553,0.199714,0.404205,0.21245,0.211502,0.264926,0.496309,0.0223964,0.0570662,0.0187433,0.0952519,0.372988,0.60717,0.100996,1.29844,0.718648,0.808874,0.96015,0,0,1.74517,1.6391,1.82213,1.04776,0.987689,1.07439,1.15536,0.852371,0.413713,3.38244,0.00227478,1.43295,0.59782,1.63292,0.413028,0.250652,0.863371,0.845066,0.960609,0.10901,1.04416,0.901367,1.33713,2.18883,0.853158,3.96028,0.493601,0.763421,1.36625,0.975704,0.494825,0.36677,0.386737,0.589896,0.0883111,0.54537,0.790642,0.826606,0.701052,0.65013,0.454261,0.404298,0.680274,0.813455,1.09892,1.25456,0.602852,0.301407,0.944042,0.641868,0.557677,0.82831,0.600083,0.261139,0.847846,1.3868,0.695386,1.00445,0.609941,0.519649,0.298858,0.269745,0,0,1.47692,1.35956,0.160574,0.673651,0.27442,0.791676,0.378516,1.60351,1.69628e-05,0.717413,0.975136,0.159031,0,0.85268,1.59582,2.06656,1.80613,3.21282,1.90415,7.02181e-05,1.44515e-06,1.50854,0.601384,1.49063,0.265666,0.941352,1.06764,2.29338,2.02202,2.8087,0.993868,1.0531,4.48691,4.14942,1.89753,1.31308,2.92351,2.93233,1.80102,1.38962,1.33736,1.42834,1.56549,0.512908,1.2121,1.74377,1.15488,0.228176,1.53461,0.67412,1.15736,9.8633e-08,1.47934,0.000571028,1.09991,0.819847,0.88491,0,0.527497,0.63438,0.745159,1.4135,0.538767,0.627001,1.34939,0.654184,0.493743,1.23075,0.324312,0.183278,0.580182,0.681198,1.3995,1.02966,0.981191,0.634526,0.954896,1.01734,1.07711,5.51075e-05
G17.iso2,0.511347,1.54944,0.899459,0.697311,0.873992,1.12543,0,0,0.972239,1.49482,0.814678,1.58643,1.08638,0.460909,1.81869,1.64616,0.887931,1.35241,1.33335,0,2.43013,0,0.994477,0.434305,0.277374,1.43052,0.363292,0,0.642232,1.46026,0.288093,0.73865,0.590326,1.18253,0,0.294457,1.78135,0.164798,2.28931,0.864259,0.868156,0.663473,0.228647,0.765514,0.57014,1.18712,0.661828,1.59464,0.56968,0,1.10637,0,0,0.327925,1.20246,1.40089,0.954023,1.14237,0,0.270769,0.232258,1.321,0.454583,0,0,1.19117,0.192963,1.07208,0,1.19941,0,0.00167214,0,0,0.0299669,0.000569114,0.3215,0.378927,0,1.23776,0.604154,1.84123,1.73051,2.07445,2.16416,2.07318,1.10452,1.44102,1.68127,1.66499,1.44107,3.3579,1.02622,1.56105,4.04208,0,1.87623,2.43475,0.93985,2.0411,2.30454,1.28913,1.44775,2.29321,3.45782,0.763804,2.77743,2.4655,1.04365,1.80473,2.86304,3.54719,2.84595,2.04266,0.401338,1.6558,1.22518,1.21132,2.41802,1.04645,0.670688,0.865481,1.33906,0.782539,0,1.98474,2.3222,1.03437,2.70089,0,0.581655,1.10506,0.673819,0.770048,0.673801,1.98314,0,0.804689,2.09943,1.94107,0.969329,0,1.08174,1.11059,2.03269,2.93213,0.174942,0.50528,1.95569,0.489021,1.59063,1.13581,0,1.80379,2.16652,2.40373,0.362862,0,1.42124,0,0.65008,1.3458,2.61886,2.76711,2.30304,0.882215,0.845559,1.96144,2.45081,1.17895,1.9776,1.24634,1.82459,3.45225,1.42487,1.59994,1.82468,1.75493,0,1.49918,1.56436,2.82625,1.34224,2.47855,1.65468,1.32363,2.07721,4.59208,3.99172,4.56601,3.95696,2.86476,2.82638,0.515511,1.78532,1.05427,2.38883,1.18759,2.59204,2.28799,3.02298,0.658389,2.146,0.438246,1.04399,0.712025,1.38664,1.47973,1.06429,0.98341,1.09773,0.749202,0.594127,0.547222,1.3108,0.620111,2.42244,1.92458,2.23145,2.63416,0.394918,0.606758,0.61037,9.15429e-09,1.10801,1.07107,2.39801,1.97897,1.92624,0,0.769264,1.60095,1.15224,0.00101326
G17.iso3,1.97138,2.4644,2.06927,1.51642,1.24799,0.99991,1.38186,0.156058,0.488896,0.657296,2.43757,1.83615,2.64096,3.33816,2.72038,1.58868,2.32514,3.09076,4.85724,3.10017,2.2696,2.37792,1.64831,1.9335,1.79552,1.36426,1.87922,1.06881,0.606599,1.14946,0.841172,1.28576,1.45254,0.882828,0.807106,1.96105,2.09212,1.27157,0.430078,1.37995,1.47036,1.09003,0.429682,0.418899,0.747157,1.82269,0,2.28748,1.61378,0.162808,1.41002,1.17464e-09,0.515404,1.33107,0.366271,1.79372,2.59906,1.39914,0.555175,0.490065,1.11286,1.03152,0.893703,1.10077,0.18031,1.37873,0.836396,1.91762,0.00193243,0.393468,0.800694,1.13605,2.10534,0.940923,1.67681,1.42353,1.25427,0.145887,0.355885,0.911607,1.65531,3.41668,4.20783,4.72712,3.74818,5.72636,4.48402,5.43762,6.94808,7.7465,4.57446,5.42885,7.60983,5.82024,5.4638,6.45837,3.93852,6.63422,7.4909,3.15965,6.48416,4.78075,4.36585,3.10688,6.0973,3.43158,5.87072,3.00317,5.73971,4.53344,6.82519,4.49248,2.87122,3.29098,4.58756,2.69702,5.93163,3.6355,4.38068,4.98547,1.93329,3.33068,2.78957,2.56049,3.73063,2.72556,2.39596,4.29119,4.09057,3.70452,2.77942,3.38674,4.14448,3.05021,5.04399,3.00609,5.09012,4.03681,2.02431,3.10029,3.9235,2.05511,2.77761,1.88327,2.41514,4.11501,4.48532,3.29369,3.53156,3.61173,4.39148,2.62325,3.89472,5.6635,4.31676,2.30913,4.23041,3.70541,4.0444,3.57737,3.65352,2.45212,6.95736,5.89371,4.87652,4.17745,4.83807,3.43778,4.10981,4.07586,3.10109,6.75007,5.80542,8.78655,5.62759,4.62522,4.56883,1.73666,5.29259,4.02311,4.08304,5.11892,5.86993,4.03658,4.30711,4.69796,5.56015,5.00415,6.91393,6.77973,5.14366,5.09257,3.22374,3.72322,5.24589,4.75587,4.0557,4.82641,4.0244,4.06073,3.28329,2.28088,2.65577,1.81911,4.51309,7.42662,3.69029,3.84573,1.77826,4.0035,4.02566,4.03168,4.61,2.33272,2.69445,2.83361,3.70384,1.84605,3.90805,2.26933,2.74325,3.3432,1.57212,0.78992,2.6519,3.87034,3.40009,4.36059,4.36033,1.90051,2.22775,3.23177,3.20792,2.40572
G17.iso4,8.11318,5.96698,7.77564,7.28094,7.87203,7.63324,6.77908,7.50429,7.11331,12.5984,10.2646,11.5388,6.10001,5.69091,5.43632,7.54525,9.83741,5.90562,5.66632,6.51724,6.10729,3.89212,5.71607,7.04415,5.85955,3.65495,5.5366,11.5489,8.18586,10.2256,7.77884,6.52542,6.77388,5.02778,8.0526,6.34237,5.66462,6.60795,8.42348,5.96144,6.83016,6.99682,8.81178,7.17703,8.22608,7.04482,7.68824,4.59416,3.82557,5.30419,4.96305,7.52763,8.34762,6.32213,7.19047,5.55119,6.4924,7.20218,7.22465,7.95924,5.79795,6.02763,5.01888,6.44512,10.3757,8.34641,5.24113,3.56996,6.49523,7.40456,7.86894,7.58522,8.14757,9.29816,8.84884,6.33889,7.23281,8.72551,9.44181,7.9715,8.73569,5.27633,2.62703,4.22625,3.99026,2.00151,4.31675,4.26086,2.77363,3.34399,3.33996,3.423,1.31244,0.427308,1.1551,2.33577,2.87637,0.843121,3.12544,4.12865,2.15896,3.02592,3.10353,1.04801,0.11462,3.96626,0,2.45147,1.59546,7.06175,0,0.314766,0.773712,0.289655,1.73418,2.66633,0.14717,4.06541,0.601472,2.94463,1.77982,0.979862,2.03339,2.81503,1.33985,2.41802,3.02023,1.21437,2.01929,3.36654,3.32195,4.31576,3.25523,1.37758,1.08493,2.37647,3.33854,4.23597,2.79915,3.41683,5.22668,3.78028,2.47411,5.26228,4.60405,1.96554,3.46479,3.90064,3.46021,3.99663,3.204,4.07741,5.19521,2.95913,3.93891,5.14521,1.89375,1.97571,1.45827,1.53011,2.90552,1.22611,2.37292,3.51541,3.78112,2.46318,1.11731,2.92161,2.32981,0.611229,0.67328,0.0128212,0.931537,0.191246,0.00370971,0,0,1.96518,1.05871,0.648681,3.47673,1.17657,0.255402,0.442647,0.722435,0.2917,0,0.19949,0,2.06853,0.703733,1.93386,0,1.05341,0.506745,0.192987,0.66342,0.00438617,4.24982,2.83443,3.4406,2.13667,0.715529,1.81374,0.00419734,0.245388,1.02479,3.52569,3.28824,3.23134,0.561216,2.16099,0.569722,2.18704,2.00339,0.802552,3.20774,5.54663,2.91106,1.63127,2.42988,1.92325,2.37511,3.48035,1.98989,5.58792,3.32539,3.78645,2.06078,4.16551,3.36087,2.79763,3.54554,3.99681
G17.iso5,1.53564,2.59063,1.15239,0.910104,0.962214,0.770061,1.1796,1.8834,1.28171,2.5342,1.38485,1.58738,0.893392,0.554277,0.72374,0.610099,0,0.913009,0,0.74417,0.858868,0.459089,1.1616,0.451459,0.465631,2.40382,1.25496,1.74011,2.6806,0.0613133,0.694419,1.40424,2.0118,2.19287,0.928339,1.19994,2.19466,1.75764,0.33787,1.52582,1.1521,1.16454,0.621773,1.22034,0.592915,0.871101,2.58179,1.64506,1.19686,0,1.08507,0.556278,0,0.948104,0.844483,0.912935,0.342059,0.253374,0.779117,0.516562,0.741127,1.04741,0.595014,1.85027,0.14777,0.936147,0.476148,0.98245,0.65551,0.89442,0.227929,1.17312,1.41727,1.84155,1.0023,1.05042,2.69939,0.959655,1.35146,0.13532,0.407321,0.502744,0.332765,0.0710966,1.26333,0.220119,0.679878,0.680838,0,0,1.20933,0.941961,0.278476,0.0662038,0.163196,0.341788,0.785731,0.0951965,0.146565,9.64857e-08,2.97893,0.803268,0.369524,0.514221,0.00570848,0.242841,0,0.621078,0.231693,0.141941,0,0.0550382,0.318947,0.18325,0.28145,0.000447478,0.00980214,0.747058,0.164754,0.518688,0.415108,0.0977581,0.240612,0.581309,0.0257806,0.40407,0.919429,0.214342,0.297774,0.502847,0.985157,0.468125,0.469048,0.326406,0.211219,0.918698,0.353281,0.274233,1.22127,0.576854,0.598354,1.43411,0.47617,0.679868,1.46695,0.616925,0.438493,1.07643,0.504157,0.503227,0.189996,0.339442,0,0,1.237,0.125569,0.0595025,0.328386,0.0818243,0.308156,0.262724,0.737624,3.17569e-06,0.369692,0.635408,0.0849518,0,0.641016,0.826041,0.280973,0.380508,0.00567058,0.285589,2.11161,0,0,0,1.46848,0.0484003,0.135787,0.80639,0.477149,0.0761627,0.298814,0.14395,0.058079,0,0.154712,0,0.359709,0.395686,0,0,0.364024,0.11576,0,0.234945,0.000367813,1.15658,0,1.12299,0.184719,0.400648,0.62044,0.000948052,1.23755e-09,0.378882,0.000338947,1.97155,0.552788,0.105313,0,0.0558478,0.520169,0.473566,0.38514,0.410472,1.777,0.93455,0.449586,0.39098,0.66399,0.468262,0.750538,0.391891,0.864195,1.25177,0.798381,0.472076,1.26945,1.24265,0.789508,1.09751,1.48552
G17.iso6,0.456594,0.414451,0.968145,0.107859,0.44376,0.86647,0.630312,0.974055,0.761144,0.432027,1.20913,0.572164,0.620108,0.221394,0.306172,0.634598,0.409861,0.7424,0.497081,0.252225,0.775414,0.667562,0.387208,0.127053,0.201523,0.640202,0,0.863201,1.26204,0.507465,0.373021,0.624409,0.366343,0.596518,0.266819,0.637503,0.782457,0.256081,0.249282,0.246106,0.233144,0.356338,0.418961,0.418403,0.460452,0.653915,1.45911,0.758647,0.134176,0.865219,0.593692,0.906539,0.369089,0.522979,0.792453,1.14771,0.631457,0.392189,0.46335,0.638696,0.787253,0.482206,1.21998,0.950278,0.705355,1.3448,0.730802,0.236348,0.826012,0.397712,0.640234,0.382565,0.439079,1.30328,1.16554,0.833246,0.137961,0.845114,0.499719,0.419888,1.10219,0.269832,0.280119,0.601772,0.484374,0.564583,0.349327,0.538401,0.79792,0.714943,0.42518,0.281741,0.632303,0.240318,0.770397,0.226009,0.0979869,0.72056,0.373981,0.126016,0.283968,0.468945,0.129851,0.710781,0.226276,0.320441,0.108481,0.283773,0.639849,0.142701,0,0.344663,0.110195,0.190106,0.162503,0.208757,0.351092,0.200295,0.27279,0.322913,0.123257,0.256958,0.309148,0.0968152,0.131517,0.258268,0.608569,0.13809,0.454521,0.476181,0.334777,0.104235,0.312396,0.421788,0.394981,0.354942,0.267653,0.74849,0.52633,0.584318,0.337698,0.831313,0.340722,0.952052,0.702853,0.659181,0.755179,0.792115,0.834032,0.613961,0.885229,0.93581,0.437108,0.806829,0.557631,0.654536,0.420108,0.398376,0.349614,0.658121,0.307897,0.786314,0.814674,0.543882,0.533962,0.344125,1.17296,0.246989,0,0,0.245424,1.01579,0.418557,0.615103,0.123645,0.375899,0.458604,0.305448,0.0957791,0.320812,0.449581,0.496237,0.519996,0.324265,0.253658,0.833388,0.541346,0.616562,0.674706,0.277738,0.489751,0.128647,0.109915,0.25185,0.330087,0,0.361133,0.249868,0.579659,0.662773,0.588214,0.848289,0.298972,0.608502,0.676601,0.386299,0.356882,0.475436,0.213166,0.281747,0.159595,0.425448,0.0894042,0.609682,0.20973,0.323289,0.309613,0.598365,0.600586,0.341323,0.48539,0.225715,0.527178,0.417942,0.729907,0.340627,0.844985,0.697021,0.384245,0.343498,0.242431,0.693074,0.464517,0.717901
G17.iso7,0.45503,0,0.702452,0,0,0,0,0,0,0,0,0,0.115441,1.83362,1.44659,0,0,0.674617,1.58208,2.02914,0.313564,0.685445,0,0.627694,0.829332,0,1.50674,0.456688,0,0.108358,0.488229,0.677714,0,0.355196,1.19413,0.305429,0,0.0985489,0,2.05065e-05,0,0,0.75201,0.396329,0.131658,0.639611,0.684377,0.430209,0.132137,0.61443,0,0,0,0,0,0,0.0463074,0,0,0.00202334,0,0.122861,0.0509394,0.234909,0.387619,0,0,0,1.21987,0,0.244334,0.326207,0.945184,0.992158,0.925289,0,0,0.0438346,0.468761,0.00689861,0,0.488709,1.07992,0,0,1.19456,0.462243,1.36323,1.60143,0.746,1.11262,0.471986,2.49882,0.83123,0,1.93381,0.754255,1.64287,2.83668,1.6585,0.556234,0.976485,0.838377,1.23945,0.605122,1.53556,0,1.82141,4.13236,1.94154,1.43509,0,0,0.955989,1.64568,0.451094,1.46899,0.899777,1.11579,1.58521,1.05527,1.22866,0.700544,0.925583,1.20922,0.400618,0,2.46321,0.166531,1.64921,0.640099,0.743991,0,8.35472e-05,0.429281,0,2.51547,0.203539,9.97966e-08,1.43594e-07,0.0272252,1.28168,0.468828,0.196174,0.0286474,1.36041,1.82848,0.423552,0,0.490745,0.121443,0.307139,0.629748,2.02459,0.758045,2.14651,1.02054,1.90517,1.21983,1.62245,0.673842,0,0.946563,0.906707,2.02043e-08,2.02771,0.603799,0,0,0,0,3.32526,1.57825,0.0339197,1.29584,1.32419,1.02879,0.247115,2.20565,0.424851,0.625955,4.76782e-08,1.75207,0.115703,1.05803,1.10717,2.20467,0,2.00318,0.89145,1.00056,1.19936,0.402836,1.56201,1.68463,1.15898,0.231468,0.939991,1.92078e-09,0.868953,0.631341,1.12405,0,0.40027,1.97089,2.04851,0.822034,1.77179,0,0.0641627,1.13292,1.31889,0.926126,0.155562,0.552145,0.953839,1.09001,0.341094,0.0117508,0,0.830877,0,0,0.995917,0,1.54604,1.29818,2.03508,0,0.959443,0,1.8537e-05,0,1.321
G18.iso1,1.95095,2.56935,0.721981,2.23056,1.07863,0.735661,1.14887,1.20938,0.96168,0.679677,1.73446,2.23163,0.405392,0.555675,0.662626,1.46449,0.453453,0.157628,0.489333,1.79009,0.634736,1.50565,0.514257,0.396858,1.39097,0.57474,0.401477,19.3185,11.1226,14.1558,6.86833,5.58852,8.89974,7.77671,7.9647,9.64555,106.923,85.9426,105.718,79.3717,88.3802,75.7402,79.7999,82.6714,92.7297,82.2924,34.8788,51.6328,32.7506,30.0219,41.0622,50.3393,38.4463,40.731,14.8684,17.3899,13.219,19.2155,19.1413,14.3576,15.7794,10.2907,10.0565,6.14532,4.28363,2.09654,2.82659,3.45263,3.76786,4.81338,5.66842,5.41219,1.26577,2.30151,0.65145,1.67577,1.39118,0.572712,1.01319,1.46217,1.30768,2.22159,0.688229,0.707238,2.02222,1.02053,1.55904,1.09675,0.709796,1.01361,2.33194,4.8031,3.16485,4.45448,2.29034,2.80352,0.858223,1.63462,1.3111,12.7186,8.92436,11.5366,2.0447,5.79919,9.33547,6.56391,8.3639,4.27702,23.2297,8.28878,20.7936,9.64308,11.9891,9.4414,13.219,18.2114,13.4453,30.2692,24.5465,26.8152,16.3551,17.7485,18.5285,20.795,20.4881,13.6748,11.8769,9.50391,10.2258,18.608,15.0814,14.063,14.3445,11.9405,16.4286,7.33816,6.84263,6.31944,8.70715,5.90236,7.98795,9.59465,5.8179,8.18499,4.49818,5.50113,3.6497,5.01179,5.78787,6.96635,2.68471,3.97537,3.37113,7.30907,6.55456,5.2094,6.36753,2.39545,6.43715,6.3097,2.53266,3.09243,1.89544,1.52002,5.28622,2.13365,3.56108,5.05369,3.11111,4.25461,1.54283,6.26812,5.37339,4.26709,7.0005,3.84056,3.1853,4.33559,3.34602,5.19426,6.87585,6.99939,7.71063,5.47512,7.7042,9.03118,9.5298,12.3853,6.45291,21.7329,14.4616,17.0261,10.0454,15.3231,18.1936,12.3165,5.66967,10.8916,23.9417,27.5706,25.2984,22.033,29.8682,13.5176,10.6349,7.0336,24.0122,13.014,13.0647,10.6383,5.77801,8.8391,11.8389,11.9861,15.9034,15.6531,3.9214,4.96871,4.23963,6.72922,6.8447,9.22382,5.74559,6.9762,4.5612,3.46434,1.63042,2.30938,4.07483,3.66347,2.56531,4.9283,5.43312,6.31674
G18.iso2,0,0,0.783808,0,0,0.30835,0,0,0,0.161603,0,0,0,0,0,0,0,0,0,0.875914,0,0,0.149201,0,0,1.04138e-07,0,0,1.35785,2.13918,0.656098,0,1.48235,0.802088,0.25464,1.28696,7.53238,6.49764,9.73849,6.04779,4.26888,4.46804,6.33496,7.06394,5.47095,4.02913,4.16806,1.74562,1.34628,0.622642,0.736323,0.816295,1.72737,0.920959,0.209248,1.17905,0.200123,0.371117,0,0.51227,0.20988,0,1.10452,0.372366,0,0,0.784605,0.000710325,0.239145,0,0,0,0,0,0,0,0.218371,0,0,0,0,0,0,0,0,0,0.335262,0.166283,0.253902,0,4.14468,2.97971,3.4171,1.58203,1.69517,1.46919,2.56152,1.67581,2.04295,11.4637,11.8291,11.9333,5.45022,7.39222,5.19482,6.67592,7.14115,8.35575,11.713,11.8496,15.998,9.25906,9.85029,10.602,11.553,8.7456,8.59402,3.42438,3.88627,4.04777,4.5246,3.57762,5.18103,2.83572,3.38496,4.03911,1.18706,2.03987,1.47422,0,0.534366,1.22255,1.00734,1.00484,1.53226,0,1.53707,0,0.207865,0,0,0,0.245999,0,0,1.2033,0.711191,0.269212,0,0.472444,0,0,0.21335,0.55617,0.432664,0.613473,0.406505,0,0,0,0.851305,0.30423,0.403494,0.949966,0,0.561822,0.464887,0.47967,0.101041,0,0,1.80153,3.53687,3.22616,0.851888,1.94525,0.599416,1.46239,0.846993,2.09811,5.0755,6.40719,5.80904,3.22506,4.95695,4.87902,5.48032,8.43078,7.10688,9.55649,7.8072,11.7685,7.53603,5.85952,7.69555,5.35479,6.80109,6.50676,3.2588,4.5263,2.39806,3.45976,2.66228,2.70692,4.7082,6.12344,2.36764,1.00612,1.55962,1.21105,0,0.992406,1.09473,0.747849,1.07503,0.262077,0.900428,0.283655,0.637076,0,0.285432,1.23092,0,0.47672,0.500504,0.397934,0.585529,0.505772,0.227935,0,0,0.528269,0.491138,0.497528
G18.iso3,0.720381,0.787392,0.031726,0.576688,0.740357,0.661507,0.78347,0.284008,1.04034,0.306689,0.712679,0.422066,0.0863587,0.133196,0.253446,0.376351,0.0757529,0.0830297,0.332893,0.318845,0.531787,0.0740416,0,0.582895,0.623782,0.692322,0,2.83536,8.53577,5.90024,1.34759,2.55333,2.34907,2.27151,2.36219,2.4692,49.7596,32.6842,30.1593,45.8194,41.9311,52.2771,38.9525,36.4971,31.4517,15.248,50.1918,21.0087,17.2103,20.5373,22.1612,24.0051,28.6037,33.6891,10.5377,6.04193,10.6242,15.209,1.84337,15.9641,14.2972,20.9448,10.349,0.0375137,2.603,1.67865,0.901678,0.932035,2.86073,2.14186,1.32097,3.15773,0.50795,1.26421,0.281344,0.165413,1.00434,0.284774,0.476045,0.903814,0.737475,0.459519,0.434944,0.475556,0.690404,0.477667,1.8319e-08,0,0.273095,0.706101,0,1.9105e-05,1.55403e-08,0,0.000352284,9.44677e-09,3.68059e-08,1.04898e-07,0.354171,0.123455,0.451793,0.415133,3.09197,0.469429,1.79137,1.3052,9.07516e-08,0.073386,1.93098,19.126,3.1176,1.57795,1.18357,1.36246,5.35058,3.88383,9.33942,1.21916,2.43278,5.21887,3.81111,0.470677,2.34493,8.10529,7.0314,15.5377,0.0179462,2.55421,2.18649,3.24073,5.53582,5.20292,5.82119,3.60644,2.53808,2.10336,1.03223,1.34799,0.791745,2.75531,1.39236,1.20201,1.65082,1.47691,0.502741,0.509986,0.60081,0.464175,0.699659,0.399578,0.861059,0.791051,0.570204,0.86276,0.805506,1.07716,1.34801,0.729093,0.575464,0.00970933,1.07686,1.17941,0.757554,0.429321,0.230201,0.276843,0.0434998,0.499204,0.336569,0.358235,0.0797075,0.936482,8.46259e-05,0.0560342,0.665851,0.000657886,0.0790151,0.282814,0.521578,0.00595615,1.14611,0.0026263,0.0229927,0.892519,0.0379689,1.06429,3.32154e-08,0.25748,0.000258882,3.82419,5.77761,2.88118,1.61199,1.9537,3.62185,3.42885,10.6015,2.79417,6.86302,11.1663,7.39871,3.25501,0.61503,17.9665,14.3657,18.6169,4.87659,3.20762,3.28048,4.74054,12.4375,5.2678,4.24893,3.35101,0.237449,0.600079,0.504488,0.655927,1.5864,1.30742,1.19843,2.50897,1.28053,1.79548,3.28417,0.456201,0.491602,0.921616,0.32127,1.02225,0.439267,0.727992,0.0286891,1.5879
G18.iso4,1.87425,1.74759,1.69946,0.401066,0.360201,0.512315,0.517229,0.131576,0.161227,0.47813,0,0.48425,0.944142,0,0.465679,0.243625,0.793892,0.308997,0.691388,1.5211,1.17369,0.396739,0.550055,0.10074,0.416,0.16244,0,5.73572,11.254,5.50732,6.56798,5.76702,3.53495,5.49823,6.55056,5.2038,77.2749,72.0801,60.5239,53.41,33.3181,53.1388,50.8418,55.3967,46.4819,26.4543,40.8826,35.8213,27.577,31.0575,26.3401,25.4063,30.8564,28.8053,10.7028,6.69664,11.1648,11.5396,3.54053,7.54524,13.7955,13.8351,8.7367,1.18283,4.26103,3.66133,3.57906,2.64447,1.66098,2.35907,2.2671,1.37047,0.867224,0.442519,1.21253,2.57555,0.584621,1.03735,1.09924,0.756675,0.592124,0.338425,0,0,0.664036,0.278407,0.736184,0.486691,0,0,2.66119,5.2506,2.15785,1.64853,0.72838,0.724891,3.59018,2.16014,0.860735,16.5472,14.2653,15.1362,8.38049,7.82936,7.92603,5.83815,7.97756,9.47122,38.3553,40.8126,32.2274,17.1686,8.58866,15.8931,18.6838,15.9899,19.7325,7.3857,21.1517,24.111,13.9556,10.0354,17.1505,13.7192,18.7828,15.6016,10.1878,11.1439,12.904,7.32039,5.43938,5.88959,5.1631,6.13018,5.44193,2.41529,3.27474,4.65318,2.35258,2.76371,2.78953,0.80003,1.65681,1.82541,2.2408,1.44597,1.59734,1.22499,0.177608,0.705877,0.839342,0.312512,1.65062,2.6473,2.02377,1.87508,1.24527,1.98027,3.38741,0.5939,1.17716,1.30928,0.563874,0.816908,0,1.65716,1.08581,1.09215,0.28721,1.18425,0,1.8133,5.09268,3.19523,7.62347e-06,4.56333,3.54792,1.32636,2.07186,2.25593,6.36298,5.462,9.53288,9.84957,5.81357,3.75205,11.6607,9.391,11.3641,26.5816,27.857,30.1221,13.9306,20.5047,15.5961,16.1976,17.1239,16.1506,19.7274,14.5875,19.8728,23.0537,14.8498,19.0226,24.1069,21.3861,23.6202,5.4608,6.76305,7.72898,10.6158,11.4008,7.18632,7.07233,6.88424,12.6093,2.88357,2.45387,2.66813,4.0046,2.42602,3.67139,2.16175,2.79894,3.65846,3.61384,1.89758,2.43545,0.37691,1.14159,0.513941,0.850943,2.74632,2.28013
