"Targets","T9_biorep1_techrep1","T9_biorep1_techrep2","T9_biorep1_techrep3","T9_biorep2_techrep1","T9_biorep2_techrep2","T9_biorep2_techrep3","T9_biorep3_techrep1","T9_biorep3_techrep2","T9_biorep3_techrep3","T10_biorep1_techrep1","T10_biorep1_techrep2","T10_biorep1_techrep3","T10_biorep2_techrep1","T10_biorep2_techrep2","T10_biorep2_techrep3","T10_biorep3_techrep1","T10_biorep3_techrep2","T10_biorep3_techrep3"
"AT4G04320_P1",15.5153,13.0557,9.3605,11.6271,11.8886,15.3879,13.9923,11.708,17.508,6.99908,12.7748,12.5884,11.787,6.06776,5.8801,8.50577,7.32474,6.51803
"AT4G04330_P1",97.0475,93.9203,103.085,126.661,118.072,126.304,128.591,125.729,123.719,92.1209,96.743,96.0232,109.963,104.617,108.136,105.119,103.967,117.572
"AT4G04330_s1",5.18511,5.98855,5.67358,4.31754,5.56732,4.96815,5.98443,6.37383,6.62321,7.63532,6.82164,8.16512,3.77756,4.65116,4.02374,3.66532,3.40844,3.63671
"AT4G04350.1",21.8771,16.6615,15.1606,18.0024,20.3472,19.2508,20.6415,21.1921,22.0747,17.2003,14.0947,16.7834,24.5143,26.4998,25.3934,22.0819,19.296,22.4023
"AT4G04350_ID30",6.70029,6.92726,15.804,8.35795,6.06443,6.4382,7.21098,7.62847,4.35414,6.65219,10.3233,7.62957,8.17319,4.34301,7.07392,3.47941,6.00136,5.1586
"AT4G04570_P1",11.6472,11.3413,12.0456,4.27475,4.48498,4.6858,5.93398,5.60468,5.30695,36.0705,36.6629,35.0941,25.6356,26.0991,24.8056,31.2385,31.7169,29.8628
"AT4G04570_P3",9.46934,12.7453,9.9465,4.01875,3.91152,3.49548,4.5831,5.89908,6.15251,35.4848,34.8526,34.3776,21.0871,21.0855,21.8999,23.0926,21.9936,24.3787
"AT4G04620_P2",16.4958,14.6139,14.4623,9.92693,10.7697,13.1748,12.7699,12.5504,10.1409,11.6593,12.3374,9.82248,5.39383,6.84861,6.97459,6.89399,6.91273,6.00359
"AT4G04620_P3",20.3284,21.228,20.0007,15.1032,14.3964,12.174,10.9646,12.7205,13.2939,11.9943,10.3481,14.7032,7.71955,7.0885,7.05593,6.4648,7.09171,7.99122
"AT4G04720_P1",29.2963,29.9928,27.8474,32.1333,29.9549,29.3406,30.9063,26.9472,29.0772,34.0165,37.9121,35.6148,40.1161,39.0875,36.3943,42.2777,43.4617,39.6339
"AT4G04720_P2",8.43051,8.31501,8.10956,4.83813,6.14533,5.67281,4.83024,6.13071,5.15544,9.15052,6.62829,6.90351,6.67892,7.71898,7.3377,7.08762,5.16966,7.99026
"AT4G04740_JS1",8.30332,5.37533,9.57262,6.27557,5.52577,5.73543,5.38987,4.8528,6.36555,5.57009,4.6108,10.513,5.36388,5.89262,6.56726,6.63563,7.36926,6.01441
"AT4G04740_P1",5.30699,3.48843,5.62379,2.77985,4.22768,4.78651,5.78338,6.93212,5.9098,5.94986,5.23432,5.08506,4.25722,5.27298,2.88618,5.25386,2.09494,5.13443
"AT4G04740_P3",2.01246,0.000986372,0.968097,0.00780839,2.23597,0.0544724,2.05906,0.029225,0.622194,3.21803,2.55147,0.13563,0.645212,1.94981,3.47975,2.49287,1.64642,2.11523
"AT4G04740_P4",0.181403,1.08208,2.47928,0.42324,0.000982251,2.33262,1.66723,2.38216,1.3625,2.45094,0.783757,3.97922,2.13019,1.97603,0.000160357,1.47866,2.6864,2.24108
"AT4G04760_JS6",0.861916,1.88413,0.757109,1.47443,1.86264,0.898998,1.64905,1.73829,1.63077,0.287138,0.158651,0.12554,0.199106,0.283896,0.273742,0.276378,0.116127,0.378809
"AT4G04760_P3",2.03203,2.91223,2.88021,3.26386,2.10605,4.0933,4.42578,4.84262,3.80843,1.67676,1.47101,0.62071,1.36148,1.27118,1.41588,0.745502,1.2638,0.668979
"AT4G04790_P1",2.60952,3.34159,3.45875,3.61995,3.27365,2.48897,3.20187,3.26774,3.82801,2.64689,3.5744,3.6206,2.99167,2.60663,2.66378,2.45469,1.91067,3.63082
"AT4G04790_P2",0.355268,1.14727,0.398391,0.98662,0,0.729908,0.562142,0.337259,0,0.301202,0,0.464533,0.248059,0.545508,1.03443,0.249398,1.57794,0.450549
"AT4G04790_P3",1.18788,4.4e-08,0,0,1.04501,1.43041,0.44292,0.499167,3.3e-07,0.48802,0,0,0,1.77e-09,0,0.791008,0.3743,0.497028
"AT4G04880_P1",6.29767,11.5364,10.1836,8.03029,8.35627,9.31716,10.7287,7.64927,9.72426,8.44383,8.70165,10.8566,10.4895,14.0214,9.58988,13.9547,11.9227,12.6246
"AT4G04880_P3",2.2479,1.21972,1.85136,0.265826,0,1.04954,1.13572,2.26381,1.8848,2.73559,2.52617,1.8886,3.01883,2.74945,4.2065,2.59318,3.64402,2.55751
"AT4G04880_s1",3.5695,3.31973,4.6614,5.0448,5.29213,6.04336,3.40791,6.55128,3.99865,3.83176,4.42954,3.25759,5.71313,3.26826,3.67898,3.37572,2.93289,3.03778
"AT4G04955_ID3",1.10134,0.837152,1.54393,0.764502,0.264231,0,0,0,0,8.02287,6.83447,8.46194,6.21344,9.51667,4.80733,5.26838,9.71182,8.82637
"AT4G04955_P1",5.61712,5.21618,6.16406,3.59192,3.23431,3.78199,2.6944,2.52053,2.99862,20.5777,21.2086,19.5053,26.1743,23.3044,27.9697,29.7903,28.6366,26.7008
"AT4G05000_P2",18.1886,19.9667,20.1804,17.7508,19.1373,19.2998,16.8441,19.1771,20.5685,18.7637,17.2555,18.572,19.3244,20.1811,18.2296,17.6816,14.8752,16.8899
"AT4G05000_P3",3.22433,3.74532,3.86348,3.23197,2.84599,1.26344,2.27663,3.38156,1.86016,2.47564,2.46361,2.68534,1.47563,1.09942,1.49355,2.00963,1.79274,1.31614
"AT4G05020_ID2",9.39378,6.37115,6.50122,4.2988,5.15033,4.57005,4.27481,4.12609,4.45571,5.07128,6.63187,6.92864,2.38888,3.98996,1.7899,1.13235,1.49305,2.25375
"AT4G05020_P1",6.48582,8.90504,11.2072,6.04818,5.5283,6.3472,7.49971,7.72301,7.41085,12.3748,10.6015,11.7641,5.82476,5.12867,6.23846,4.97139,5.45021,4.26675
"AT4G05040_P2",2.58006,3.57915,3.90723,3.46257,3.72501,3.72464,1.87914,3.15068,4.11088,3.18135,3.4213,3.76744,2.43258,2.20356,1.95207,1.61787,2.31833,3.56828
"AT4G05040_P3",2.11935,2.68346,0.740774,1.38107,2.37677,0,3.39173,1.25226,1.34079,2.02514,1.28215,1.59234,1.18711,0.938426,0.305976,0.112505,0.938852,1.38917
"AT4G05040_P5",2.36553,1.78242,1.53347,0,0.25672,1.95502,1.13098,1.6395,0.20374,0.0986469,0.991402,0.0700956,1.53e-09,2.05408,1.78907,2.17179,0.00470525,0.294884
"AT4G05190_c1",3.0258,2.84526,3.05255,2.57724,3.68954,1.37424,2.34187,2.17503,2.72514,1.09441,3.05201,2.57941,6.22408,4.75397,3.58546,5.63557,3.06557,3.71693
"AT4G05190_P1",0.00299075,0,2.09e-09,3.01091,1.70095,3.98976,2.20539,2.56575,1.59569,1.47781,1.10928,1.01777,0.600538,0.934956,3.14333,0.0762534,2.49057,2.41055
"AT4G05400_P1",19.4871,17.4103,17.3187,17.3278,20.0855,18.2645,19.6209,16.4552,16.0995,14.3378,10.5498,13.4676,12.5996,14.8905,13.6624,16.0069,13.2674,13.96
"AT4G05400_P2",9.28055,10.8772,11.6469,11.0256,12.2831,9.91066,9.769,9.92556,10.4233,7.45054,8.53284,7.2059,10.6507,9.71032,9.50469,7.8544,9.84986,8.56134
"AT4G05520.2",0,0.00774866,2.37718,3.17655,0,1.71574,0.899527,0.765781,1.79535,1.18119,1.23331,0,2.06383,1.96796,4.236,1.36274,1.88555,1.36089
"AT4G05520_P1",6.73172,6.13909,5.01114,7.73568,10.8049,10.9202,9.53362,8.09303,8.71619,6.1833,5.46463,7.94484,9.76716,9.76235,7.58601,10.6653,8.49629,10.1129
"AT4G06634.1",16.6127,14.7005,16.1435,14.0365,13.1284,15.7258,14.4356,17.1778,14.7605,13.6051,12.4727,14.2496,14.7927,15.1121,15.8719,15.9914,17.4273,14.7725
"AT4G06634.2",2.71522,2.42575,2.16194,3.593,4.39491,1.7559,1.55073,1.39315,2.54497,2.18078,2.47562,0.876265,1.10781,3.0936,1.91024,0.592762,1.5275,2.12232
"AT4G06701.1",1.85833,4.09617,2.88701,1.87847,2.4826,2.6625,2.59794,3.07384,1.39804,4.15501,2.03337,2.58701,1.3834,2.0813,1.26022,0,1.4491,1.3198
"AT4G06701.4",3.99791,3.86354,2.91563,2.39213,3.54183,3.0386,1.17687,1.71742,1.22485,1.5052,1.85234,1.18345,2.248,2.2513,0.905671,2.36441,2.05415,2.86032
"AT4G06701_ID1",2.2054,1.40264,1.966,0.856597,1.67977,1.82519,0.671873,1.86549,2.36157,0.00383309,1.25564,2.03565,1.60605,0.406796,1.75264,1.3468,1.49682,3.20146
"AT4G06701_ID10",2.66756,0,0,1.04315,1.79211,1.75956,1.57317,1.40652,0.461127,0,2.06778,1.50716,1.4004,0,0,3.25925,1.3517,2.66927
"AT4G06701_ID14",0,3.03043,2.66486,2.51802,0.93328,0,3.05308,0.0817607,0.968679,0.798779,2.80357,0.122006,1.06003,2.21451,1.6244,1.69369,1.63511,2.29e-05
"AT4G06701_ID2",2.53209,4.23016,5.26913,1.66461,0.110938,1.6658,1.13143,0.951274,3.31648,3.37487,2.77292,2.63518,3.25151,2.91188,3.65603,1.49603,1.41937,2.39127
"AT4G07410.1",41.3573,35.7876,38.3826,34.1323,34.9927,33.0754,31.1991,32.2776,31.0231,29.2659,28.5203,29.1922,32.3386,39.2945,39.6157,36.1671,37.075,39.7676
"AT4G07410.2",4.62026,5.14327,4.13741,3.26517,2.93764,3.66246,3.8321,3.5649,3.75571,11.1256,9.22584,10.1608,19.4467,14.7734,13.6919,15.8047,17.9466,15.5984
"AT4G07507_JC15",2.10673,1.85735,4.59146,0.0453214,2.85026,2.14668,0.389109,0.252053,0.00864946,2.20147,0,1.99503,2.95e-10,0.101082,2.3143,1.18672,1.82086,0.0188941
"AT4G07507_JC20",3.6876,2.27662,2.87895,3.27617,3.05946,3.9497,2.67173,3.09657,2.83401,4.05489,1.55613,2.03294,1.84154,1.89779,2.51639,2.11678,1.75233,1.65918
"AT4G07507_JC5",4.00819,2.64315,1.7222,4.8893,3.06959,3.54981,5.01562,4.35895,5.3975,2.12e-06,1.74297,0,1.28815,1.95526,0,0.49931,0,1.74691
"AT4G07507_JS12",6.78331,8.53851,7.7281,4.97481,6.61101,5.67306,5.80038,5.89116,6.41277,4.10032,5.41616,5.39964,3.68445,3.59188,3.48641,3.17353,4.00602,3.4193
"AT4G07507_s6",4.84227,3.51314,3.51725,3.33492,1.50304,3.04391,4.31143,3.55783,3.09041,1.76958,2.85917,3.19771,1.57436,1.71868,1.42336,1.65984,1.04941,1.08135
"AT4G08035.1",60.6245,64.2953,60.3479,53.7014,56.3215,55.1136,47.8932,49.6547,48.9105,48.8835,49.6721,43.4842,37.3153,37.2406,34.4842,34.8222,38.7581,39.3823
"AT4G08035_ID1",2.4539,2.50001,1.9404,1.20304,2.13153,1.95466,1.93966,2.04334,2.25769,3.09557,1.76913,3.75483,4.19145,2.70328,3.98291,3.30943,3.90383,6.30188
"AT4G08170_P2",7.03513,9.35691,9.06621,12.785,11.8299,12.5677,11.0033,11.9943,13.1222,10.3099,5.66254,9.04105,10.7802,12.1753,13.244,11.3538,12.5699,14.9513
"AT4G08170_P3",4.28219,3.55411,3.47289,2.66055,1.16301,2.10017,2.80584,2.96606,1.56163,1.02693,1.05078,2.16351,1.16157,1.62506,1.17085,4.11152,2.21247,0.506651
"AT4G08320_P1",11.4475,10.8857,8.11828,11.031,11.486,8.06122,9.15856,10.6216,9.84096,11.3796,9.61509,8.81664,8.61464,10.569,8.84928,9.35299,8.91119,9.65943
"AT4G08320_P2",5.49158,8.41564,6.70797,6.5732,5.56528,6.78649,6.39956,6.44139,6.56277,9.65223,10.0007,11.4526,8.45538,8.02312,10.1912,9.22731,9.81717,9.71125
"AT4G08460_ID10",6.82763,3.9346,3.53167,5.24554,3.77509,4.21398,4.54621,11.0417,7.86953,15.4817,6.69269,11.6647,12.5566,15.805,14.5091,16.7199,16.4984,15.889
"AT4G08460_ID5",19.1487,25.2507,21.1421,22.9231,27.457,22.1317,21.3667,19.6906,17.5414,21.3384,30.4495,21.5379,27.614,27.9653,26.7847,24.8237,26.8304,26.7276
"AT4G08460_P1",8.84805,8.09149,7.23561,9.05328,7.10697,6.40935,3.74188,5.13027,8.11446,1.48931,2.59959,1.66735,1.19299,1.65751,1.94085,0.677455,1.0757,1.83094
"AT4G08470_P1",52.0319,52.983,50.828,32.5819,31.2433,31.454,36.5793,33.4265,35.5247,71.3439,73.3521,72.5784,86.245,82.7958,84.2593,87.2843,89.5168,92.216
"AT4G08470_P2",6.32272,2.85786,6.45136,3.55757,4.87455,5.01977,3.53066,4.33247,4.84012,13.5684,12.8309,13.6456,5.64971,8.86596,7.92392,5.50618,9.05855,8.91326
"AT4G08480_c2",2.86057,1.38665,2.21714,3.01831,1.34769,2.48528,2.11537,1.75696,2.8534,2.63664,2.58856,1.57116,1.65165,1.92032,2.02423,2.75157,1.24501,1.64581
"AT4G08480_P1",14.7846,15.8316,14.8235,9.58177,11.3156,11.6344,10.7636,13.2056,10.5366,11.3851,12.9399,13.7438,11.8205,11.6267,12.5341,10.6088,12.8298,11.1602
"AT4G08580_P1",14.057,14.8063,11.5279,12.6222,14.805,14.687,13.5101,12.2966,12.2805,10.1246,10.5022,8.97013,12.0489,13.1856,12.3208,14.0584,14.1138,14.4497
"AT4G08580_P2",2.00446,1.82565,2.01807,1.50085,0.824522,0.772913,1.45191,0.685827,1.3171,0.850592,1.38985,1.52747,1.12387,1.24918,1.49129,1.20894,1.59661,2.0005
"AT4G08870_P1",76.6449,80.6274,78.3434,182.261,179.697,181.316,139.062,146.262,140.37,60.659,62.566,65.5569,63.645,63.7596,61.253,76.6081,75.428,73.7961
"AT4G08870_P2",4.56172,2.90633,4.9176,4.44505,4.4104,4.90314,5.13436,4.46785,4.48804,3.07556,3.49591,4.04408,1.69966,1.62546,1.27824,1.13424,1.37137,0.925198
"AT4G08980_P1",31.5016,27.0277,26.8582,26.093,26.988,24.6181,18.0785,23.1907,23.0948,33.1952,27.2345,28.8408,27.1247,29.9173,35.1289,33.4053,33.1492,31.465
"AT4G08980_P2",18.6109,15.9526,18.4155,16.8778,16.5996,16.165,13.4488,19.0797,16.8563,13.7639,13.3376,12.1565,10.4041,11.9911,9.07643,14.5958,15.8157,16.713
"AT4G08980_P4",30.4479,33.0083,35.8072,21.369,18.7054,21.8239,23.9888,21.4934,19.2707,32.2284,40.0442,40.2143,27.2193,22.6172,21.588,18.5796,23.0294,23.2071
"AT4G08991_ID2",7.45365,7.15671,8.63053,7.57383,11.5744,6.64072,6.97592,5.85863,5.9149,4.82116,9.66628,5.11104,6.67997,5.93406,3.15175,4.32437,7.7691,7.40597
"AT4G08991_ID4",11.165,6.32288,5.28658,10.3296,13.7169,5.03355,8.68685,5.30666,5.81291,4.21348,8.81659,5.49,5.41878,3.35826,4.03691,5.07845,5.34516,3.99016
"AT4G09012.1",2.98886,3.37508,5.10631,3.43319,3.3942,2.91522,3.28203,3.1442,2.1942,5.54884,4.05372,3.62255,3.4725,2.67538,1.73507,2.86486,1.48657,3.00831
"AT4G09012_P1",2.57538,3.23222,2.46439,1.37226,2.6629,1.77212,3.65739,1.78242,2.94522,0.917794,1.31159,1.80993,1.1314,1.46354,1.8603,0.998413,1.61334,1.38741
"AT4G09020_P1",132.836,135.71,140.137,135.737,142.753,140.836,156.095,158.628,153.322,82.9629,82.8744,89.2519,70.4014,74.9544,72.5953,70.598,67.8195,64.8646
"AT4G09020_s1",20.676,20.304,17.4658,18.9939,12.0387,15.5883,19.7583,13.0303,17.0793,5.11302,10.7655,3.57672,2.25904,4.60188,1.74831,3.79979,3.07246,4.21338
"AT4G09140_P1",9.39638,8.96902,11.4519,10.71,9.61787,10.2639,9.87913,9.54677,11.5261,8.10596,8.52131,7.05712,9.01299,9.1947,8.7983,9.34664,7.7277,9.87729
"AT4G09140_P2",0.790811,2.07156,0.664617,0.946554,1.1692,0.578416,0,1.12465,0.641404,0.548949,1.38912,1.91318,1.73243,1.11102,1.36743,0.591421,1.44278,1.30829
"AT4G09620_P1",33.146,32.4624,36.1193,43.6876,39.8132,44.7862,44.3015,43.0493,48.6003,35.9674,35.7731,36.1192,32.6913,30.9886,36.1195,24.4596,27.3438,28.547
"AT4G09620_P2",10.2164,9.18722,10.2448,8.69674,7.86074,7.62773,8.73145,9.10529,7.724,9.89285,11.3276,11.806,13.1479,14.6232,13.2767,16.1114,15.0162,14.3407
"AT4G09640.1",6.46997,9.27432,9.19772,10.9912,10.9904,10.5675,8.6489,9.3805,9.9712,11.6924,13.4329,10.7326,10.9825,12.6379,11.4974,13.2414,11.8183,12.1914
"AT4G09640_ID1",3.06512,1.50206,1.70301,1.74939,1.375,1.99615,3.1357,2.62965,2.72482,2.92167,2.15444,3.67156,2.53293,1.83402,2.12214,1.49317,1.82167,2.0816
"AT4G09720_JC3",22.5614,21.2572,21.3877,22.7971,29.223,27.4102,24.0091,24.6232,20.046,23.2026,21.591,23.373,30.5363,27.2677,31.2459,26.8928,24.0716,28.8264
"AT4G09720_P1",15.7224,15.1789,15.6351,15.012,14.2207,12.3971,15.1056,12.8609,16.4824,16.1702,17.1617,16.7596,20.0394,19.5984,20.1886,25.1959,22.1446,22.0985
"AT4G09760.1",20.9967,24.0145,25.5126,26.0857,31.1394,28.2418,28.993,26.3483,27.5688,31.3379,25.1229,30.1257,22.8444,18.7613,21.2974,20.8572,24.0652,20.7318
"AT4G09760.3",7.25215,5.65481,5.63784,3.75218,2.60891,3.91992,4.81396,5.61245,4.22882,6.23783,7.73878,6.48961,3.05945,4.37468,1.81234,3.64642,3.41092,4.81273
"AT4G09760_s2",6.89667,3.8246,3.5167,2.95655,1.57233,2.92376,3.44462,4.13248,2.7556,9.5086,8.28058,9.57842,8.16977,7.47437,6.41806,9.56163,6.71279,9.63557
"AT4G09810_P1",10.5738,11.5067,9.5993,8.69263,9.18877,10.628,10.5518,10.5251,9.59323,12.3982,10.844,10.7673,10.6416,10.2497,10.745,9.95737,11.3466,10.4813
"AT4G09810_s1",2.0115,1.6037,1.48662,2.01383,1.61601,1.63688,1.70975,1.43533,0.925173,0.776234,1.62425,1.03748,1.02294,0.991767,0.24151,1.02887,0.732746,0.409219
"AT4G09920_P2",1.60437,0.794264,0.920948,0.524471,0.541599,0.936177,0.896492,0.319602,0.332681,0.301862,0,0.974752,0.634756,0.414877,0,0.628123,0.355346,1.07162
"AT4G09920_s1",0.938539,0.947549,1.61627,1.15872,0,0.768499,1.26336,1.42321,0.813535,0.860748,0.604116,0.392547,0.202669,0,0.404497,0.617893,0.904431,0.392398
"AT4G09970_ID2",2.73326,3.52849,4.21727,4.13998,6.03543,3.56253,6.13297,1.42699,3.02967,3.60855,3.12148,2.4481,3.23208,2.73563,3.19856,1.62781,1.56879,2.34824
"AT4G09970_ID3",19.2101,17.5484,17.8593,15.3266,12.8985,15.2705,12.2127,12.9019,13.1819,19.2364,20.0458,15.9986,14.5115,16.2229,17.5792,13.1635,13.6949,12.5788
"AT4G10000_JS1",20.0206,27.8591,24.2294,29.4632,30.5169,30.6827,27.3483,31.7778,31.3134,18.0378,16.9243,18.9711,15.2531,11.943,12.9878,12.1709,12.3589,17.8094
"AT4G10000_P1",2.1285,2.57995,2.68364,1.92039,2.99027,2.50826,2.58125,2.58175,2.80058,3.64099,2.4478,1.74653,2.38813,2.30524,2.27534,3.12265,2.00268,2.25465
"AT4G10000_P2",14.6756,9.46401,12.5083,10.3918,7.2834,8.65146,16.2204,9.8146,8.51732,6.6603,9.09255,6.54328,4.96859,9.93207,7.72636,9.32345,8.74049,6.89505
"AT4G10030_c1",4.30449,0.702547,3.52977,4.28811,10.218,5.57878,9.02797,7.20206,0.805576,2.94749,1.48678,0.000470751,7.55932,5.23776,5.14714,7.76178,3.3501,1.76941
"AT4G10030_P1",13.7394,18.6887,14.9397,14.9237,8.49082,12.6935,13.1708,12.9976,15.9398,13.5341,13.2213,15.294,12.5982,18.8353,15.6344,12.4657,19.214,18.6666
"AT4G10060_ID142",8.30135,12.1244,7.64466,5.60811,9.38171,5.4847,9.99433,6.67939,5.00223,6.00626,13.156,6.63199,2.87367,3.63821,3.70286,2.75753,4.32539,2.08475
"AT4G10060_P1",43.3736,36.3715,40.9866,39.7476,38.5201,39.7127,39.2482,43.9926,41.4481,37.768,32.1338,37.38,33.6848,30.411,31.4923,27.1735,26.5123,28.137
"AT4G10070.1",3.27823,4.13721,4.5471,5.06628,2.98959,4.2454,3.7263,3.78697,3.54806,2.78636,2.32113,2.82252,3.77593,3.81122,3.65652,2.85715,2.92652,3.47559
"AT4G10070_c2",1.46145,1.14656,0.00135337,0.000808755,1.63149,0,4.89e-08,2.75238,5.27e-09,3.48701,0,0,0.349738,0.973588,0.477581,2.8093,1.33362,1.23679
"AT4G10070_c3",1.44225,0.314884,3.31231,2.90992,1.31561,2.63218,2.91179,0.713211,2.72864,1.77852,3.98776,0.479711,2.8176,2.78528,1.94657,1.24048,2.39738,1.86849
"AT4G10070_c4",4.77935,3.5805,4.34913,2.80351,4.76044,3.60275,3.37427,2.84664,4.1472,1.60306,2.5083,3.11426,0.217179,0.00233136,1.48623,1.56277,0.470425,1.48501
"AT4G10090_P1",5.95748,5.46049,7.35292,4.96516,8.99618,7.09738,5.68279,6.68194,5.99577,4.9083,4.55281,4.38554,5.14874,4.49666,5.62014,5.44044,5.76012,6.08545
"AT4G10090_s2",1.53736,1.44073,3.18497,1.99927,1.72819,1.15053,2.1998,0.245151,2.59921,0,1.42938,2.64309,1.23838,2.37302,1.96172,2.23688,1.22137,1.26709
"AT4G10100.1",15.508,22.9321,23.684,15.6695,15.7253,17.2098,9.8061,16.1098,17.1463,22.8067,25.4677,21.983,17.4312,17.7004,14.3139,17.512,16.1475,18.4953
"AT4G10100_ID1",31.3407,20.1804,27.1634,15.4066,13.8774,13.5724,15.4903,19.0702,16.0049,29.0465,21.009,26.1352,18.9309,19.1494,18.1871,20.6786,21.9608,19.6813
"AT4G10120_ID5",31.192,33.6218,38.8266,26.2483,33.3614,31.8825,37.0927,37.9382,36.7719,30.3285,33.6604,30.5265,26.1308,26.1118,25.1815,29.6544,27.3004,30.7304
"AT4G10120_ID6",10.3904,14.2511,7.44403,9.60901,9.61068,8.01019,15.5922,9.52903,10.5649,10.9328,12.5275,11.9016,6.34983,10.2017,7.52769,6.61446,7.56806,6.07582
"AT4G10120_P2",24.2311,20.4587,22.1548,22.9911,15.6746,21.5072,20.6367,29.0954,28.8827,21.7005,17.3328,19.0827,17.4659,13.9611,17.3787,14.6723,16.2029,14.412
"AT4G10130_JS2",7.29706,7.8272,7.18907,7.77188,8.90278,6.91512,5.14645,3.94526,7.40071,7.38607,8.43768,6.42088,6.87685,8.05056,8.08732,9.08656,8.7582,8.59652
"AT4G10130_P2",1.58054,1.79639,0.76326,1.92688,0.385849,2.39039,2.15343,3.59949,0.702457,1.03868,2.63387,1.83516,2.70365,2.18313,2.5348,1.63921,2.38853,2.0931
"AT4G10170_P1",9.4578,13.6662,9.0382,7.95654,6.66049,9.16438,8.95859,8.32374,7.90158,12.5412,15.8366,9.73344,11.8986,10.2215,11.8124,13.185,13.2761,10.2423
"AT4G10170_P2",3.97484,0.935033,5.17107,2.1743,4.0175,2.29726,2.49317,0.702447,2.72637,6.5854,2.97083,8.93024,4.96174,7.64903,5.98143,5.38136,5.35823,9.20581
"AT4G10330_JS1",21.2073,24.1582,21.8953,24.8482,21.8711,28.1529,21.6499,22.4116,18.8621,11.6708,11.6474,10.872,5.21943,6.22869,5.93612,5.33302,5.24439,5.22436
"AT4G10330_P1",3.60979,3.60552,3.01584,3.87105,4.49566,2.14143,5.28046,4.4749,3.7869,1.72733,1.46601,1.57484,0.768422,0.426558,0.611532,0.643214,1.20638,0.535012
"AT4G10360_P1",19.0009,20.6291,20.0522,21.3709,20.6332,18.4279,13.9937,19.9246,17.3692,13.0132,13.7303,16.998,13.8977,12.9202,14.8788,11.023,11.648,11.3828
"AT4G10360_P2",6.03587,5.96169,7.85466,7.05828,8.02412,8.84766,9.18004,9.0793,10.3833,5.15749,2.76667,3.18203,1.13096,2.11213,1.79716,2.53386,3.25988,2.94574
"AT4G10360_P3",4.41679,5.54446,2.62083,4.03468,4.16384,5.05896,6.65753,4.36167,3.84035,2.00344,4.9676,2.42303,2.43244,2.13339,1.48137,3.02589,1.85701,2.48867
"AT4G10400_P2",0,2.71269,1.81541,8.63546,8.46846,6.09171,3.43075,5.44997,4.09741,3.74626,0.201142,3.29595,4.72869,4.73952,6.0479,2.97185,2.64609,3.5606
"AT4G10400_P3",8.56061,5.72706,7.54312,0.529577,0.0240666,3.31585,6.71271,4.34288,5.23915,1.65834,3.62155,0.631386,1.45116,1.87674,0.0162207,3.75451,3.21398,3.4503
"AT4G10470_ID4",5.79149,5.30002,4.07389,4.31431,3.86657,3.42562,5.3371,6.35141,4.6364,7.33869,5.19341,4.41315,4.04663,6.4275,4.53739,3.38956,4.6355,7.20501
"AT4G10470_P1",16.4073,14.7437,14.5764,12.8456,13.2018,15.7089,14.643,12.1372,14.3365,7.28045,10.8545,9.80614,10.9527,8.9812,9.53423,10.4872,8.55405,8.53996
"AT4G10600_P1",0.566962,1.52761,0.268682,1.78884,1.01345,1.34407,0.0841033,1.25726,0.949784,0.723249,0.858615,0.811442,2.13176,1.41755,1.18827,0.448837,0.778641,0.588937
"AT4G10600_P2",0.648996,0.486278,0.734573,0.904634,0.903428,0.845215,1.47619,1.25479,0.599274,0.645914,0.343786,0.607764,0.234852,0,0.881538,1.02519,0.801727,1.24508
"AT4G10650.1",3.36364,3.64725,1.69064,3.26465,2.05642,3.18148,3.79872,3.52646,2.34657,3.45787,5.44469,3.79018,4.64491,4.31389,4.48333,5.36378,4.49599,3.61071
"AT4G10650_ID2",0.591158,1.2507,3.61876,0.691409,2.64326,1.87047,0,0,1.84814,0,0,0,1.30428,0.754246,0.579668,0,0.697075,1.22337
"AT4G10710_c1",5.50999,4.77313,2.2738,5.18949,3.2581,5.64079,5.11466,1.42052,1.84399,2.08931,5.05796,5.3957,6.80197,6.13769,5.08679,4.81685,7.30278,6.98283
"AT4G10710_P1",22.2156,22.4057,25.4222,22.7057,25.8497,22.6113,22.2361,28.1926,27.0672,20.5424,17.3256,16.8763,21.3035,22.5076,24.7049,22.3905,21.8082,20.8544
"AT4G10730_ID6",7.52996,4.07181,5.61002,8.06876,7.15149,7.89001,2.98841,0.613461,4.37154,10.4196,8.38596,9.38532,10.8745,7.2585,10.2824,3.34739,11.4041,7.75081
"AT4G10730_P1",14.1465,10.2639,13.9713,15.4307,10.1727,11.1956,14.002,13.823,15.6445,13.6586,9.34842,16.6711,7.67969,10.5368,10.5751,10.6279,8.80287,14.2793
"AT4G10730_s1",9.12245,14.5376,10.8994,0.076089,5.34079,3.0979,5.74969,5.59247,5.23643,7.03055,13.4349,3.71472,3.22401,4.52796,0.760347,11.6006,1.93404,2.06945
"AT4G10770_P1",15.1607,16.6028,16.652,18.8109,19.2873,22.239,20.0984,20.3793,20.0333,17.6884,16.6854,16.7008,13.8072,13.6392,13.6129,13.7407,14.2664,15.0632
"AT4G10770_P2",1.79492,2.01184,1.32137,3.15099,2.11276,0.521589,1.67784,1.72699,1.95582,0.688893,2.50172,1.42789,1.21485,1.1898,0.968525,1.0829,1.78184,0.0767981
